ID,DATA,DIALOG,CLASS,,
329,ฉันมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
330,ฉันป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
331,ฉันมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
332,เรามีอาการไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
333,เรามีอาการตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
334,เรามีอาการมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
335,เรามีอาการป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
336,เรามีอาการมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
337,เราเป็นไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
338,เราเป็นตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
339,เราเป็นมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
340,เราเป็นป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
341,เราเป็นมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
342,เราไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
343,เราตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
344,เรามีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
345,เราป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
346,เรามีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
347,ข้ามีอาการไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
348,ข้ามีอาการตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
349,ข้ามีอาการมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
350,ข้ามีอาการป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
351,ข้ามีอาการมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
352,ข้าเป็นไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
353,ข้าเป็นตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
354,ข้าเป็นมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
355,ข้าเป็นป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
356,ข้าเป็นมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
357,ข้าไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
358,ข้าตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
359,ข้ามีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
360,ข้าป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
361,ข้ามีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
362,มีอาการไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
363,มีอาการตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
364,มีอาการมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
365,มีอาการป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
366,มีอาการมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
367,เป็นไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
368,เป็นตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
369,เป็นมีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
370,เป็นป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
371,เป็นมีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
372,ไอและป่วยตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
373,ตัวร้อนมีไข้พร้อมกับไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
374,มีไข้และมีน้ำมูกไหลออกจากจมูก,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
375,ป่วยมีไข้ตัวร้อนและไอด้วยครับ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
376,มีน้ำมูกไหลและตัวร้อน,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
377,มีไข้เป็นๆ หายๆ และมีน้ำมูกไหล,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
378,เป็นไข้แบบเป็นๆ หายๆ และมีอาการไอ,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
379,ไข้ตัวร้อนเป็นๆหายๆ มีอาการน้ำมูกไหล,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
380,เป็นไข้แบบเป็นๆ หายๆ และมีอาการน้ำมูกไหล,2,ไข้ร่วมกับน้ำมูกหรือไอ,,
