ID,Data_Text,Result
389,ฉันเช็คตรวจสอบระบบในร่างกาย,ตรวจสุขภาพ
390,ฉันเช็คตรวจสอบการทำงานของร่างกาย,ตรวจสุขภาพ
391,ฉันเช็คตรวจสอบระบบการทำงานของร่างกาย,ตรวจสุขภาพ
392,ฉันเช็คตรวจสอบระบบภายใน,ตรวจสุขภาพ
393,ฉันเช็คตรวจสอบภายในร่างกาย,ตรวจสุขภาพ
394,ฉันเช็คตรวจสอบระบบภายในร่างกาย,ตรวจสุขภาพ
395,ฉันเช็คตรวจสอบภายใน,ตรวจสุขภาพ
396,ฉันเช็คตรวจสอบลักษณะร่างกาย,ตรวจสุขภาพ
397,ฉันเช็คตรวจสอบคุณภาพร่างกาย,ตรวจสุขภาพ
398,ฉันเช็คตรวจสอบคุณภาพระบบร่างกาย,ตรวจสุขภาพ
399,วันนี้ฉันมาตรวจสุขภาพ,ตรวจสุขภาพ
400,วันนี้ฉันมาตรวจร่างกาย,ตรวจสุขภาพ
401,วันนี้ฉันมาตรวจสุขภาพร่างกาย,ตรวจสุขภาพ
402,วันนี้ฉันมาตรวจการทำงานในร่างกาย,ตรวจสุขภาพ
403,วันนี้ฉันมาตรวจระบบในร่างกาย,ตรวจสุขภาพ
404,วันนี้ฉันมาตรวจการทำงานของร่างกาย,ตรวจสุขภาพ
405,วันนี้ฉันมาตรวจระบบการทำงานของร่างกาย,ตรวจสุขภาพ
406,วันนี้ฉันมาตรวจระบบภายใน,ตรวจสุขภาพ
407,วันนี้ฉันมาตรวจภายในร่างกาย,ตรวจสุขภาพ
408,วันนี้ฉันมาตรวจระบบภายในร่างกาย,ตรวจสุขภาพ
409,วันนี้ฉันมาตรวจภายใน,ตรวจสุขภาพ
410,วันนี้ฉันมาตรวจลักษณะร่างกาย,ตรวจสุขภาพ
411,วันนี้ฉันมาตรวจคุณภาพร่างกาย,ตรวจสุขภาพ
412,วันนี้ฉันมาตรวจคุณภาพระบบร่างกาย,ตรวจสุขภาพ
413,วันนี้ฉันตรวจสุขภาพ,ตรวจสุขภาพ
414,วันนี้ฉันตรวจร่างกาย,ตรวจสุขภาพ
415,วันนี้ฉันตรวจสุขภาพร่างกาย,ตรวจสุขภาพ
416,วันนี้ฉันตรวจการทำงานในร่างกาย,ตรวจสุขภาพ
417,วันนี้ฉันตรวจระบบในร่างกาย,ตรวจสุขภาพ
418,วันนี้ฉันตรวจการทำงานของร่างกาย,ตรวจสุขภาพ
419,วันนี้ฉันตรวจระบบการทำงานของร่างกาย,ตรวจสุขภาพ
420,วันนี้ฉันตรวจระบบภายใน,ตรวจสุขภาพ
421,วันนี้ฉันตรวจภายในร่างกาย,ตรวจสุขภาพ
422,วันนี้ฉันตรวจระบบภายในร่างกาย,ตรวจสุขภาพ
423,วันนี้ฉันตรวจภายใน,ตรวจสุขภาพ
424,วันนี้ฉันตรวจลักษณะร่างกาย,ตรวจสุขภาพ
425,วันนี้ฉันตรวจคุณภาพร่างกาย,ตรวจสุขภาพ
426,วันนี้ฉันตรวจคุณภาพระบบร่างกาย,ตรวจสุขภาพ
427,วันนี้ฉันเช็คสุขภาพ,ตรวจสุขภาพ
428,วันนี้ฉันเช็คร่างกาย,ตรวจสุขภาพ
429,วันนี้ฉันเช็คสุขภาพร่างกาย,ตรวจสุขภาพ
430,วันนี้ฉันเช็คการทำงานในร่างกาย,ตรวจสุขภาพ
